ID,game,release,positive_reviews,negative_reviews,primary_genre,store_genres,publisher,developer,detected_technologies,all_time_peak,all_time_peak_date
1840,Fishjong,2023-03-08,3,0,Casual (4),"Casual (4), Indie (23)",HH-Games,IP Izmailov Vladimir Yurievich,SDK.Vorbis,3,2023-03-13
1842,Mimi and Lisa,2023-03-14,3,0,Adventure (25),"Adventure (25), Indie (23)",Midnight Factory Games,Midnight Factory Games,Engine.Unity; SDK.UnityBurst,3,2023-03-16
1849,Mr Rabbit's Cambridge Point and Click Adventure,2023-03-30,3,0,Adventure (25),"Adventure (25), Casual (4), Indie (23)",SoyaDaizu,SoyaDaizu,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.cURL,1,2023-03-30
1850,sunny-place-3: microgods,2023-03-24,3,0,Action (1),"Action (1), Strategy (2)",tjern,tjern,Engine.Unity; SDK.Photon; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,4,2023-03-26
1853,Sex Simulator - Office Affairs,2023-03-04,3,0,Simulation (28),"Casual (4), Indie (23), Simulation (28)",EroticGamesClub,EroticGamesClub,Engine.Unity; SDK.UnityBurst; SDK.cURL,5,2023-03-05
1854,Dickland,2023-03-22,3,0,Indie (23),"Action (1), Adventure (25), Indie (23)",Piece Of Voxel,Piece Of Voxel,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis,3,2023-03-23
1856,Final Gun,2023-03-23,3,0,Action (1),"Action (1), Early Access (70)",Alcedo Games,Alcedo Games,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,6,2023-03-24
1857,PolyGunner,2023-04-03,3,0,Indie (23),Indie (23),BigPillar,BigPillar,Engine.Unity,2,2023-04-03
1859,스쿨라이프,2023-04-05,3,0,Indie (23),"Casual (4), Free to Play (37), Indie (23), Simulation (28)",teamgane,parcaee,Engine.Unity; SDK.UnityBurst; SDK.cURL,3,2023-04-05
1861,Merging Cubes,2023-03-31,3,0,Indie (23),"Casual (4), Indie (23), Simulation (28)",PELMENI GAMES,PELMENI GAMES,Engine.Unity; SDK.cURL,1,2023-04-01
1862,My Dear Dad 父亲,2023-04-07,3,0,Adventure (25),"Adventure (25), Indie (23)",Fantasia Studio,Fantasia Studio,SDK.Greenworks; SDK.NWJS; SDK.NodeJS,6,2023-04-07
1863,Vampire Slayer: The Resurrection,2023-02-09,33,11,Action (1),"Action (1), Adventure (25)",Wobbly Tooth,Wobbly Tooth,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OpenXR; SDK.Vivox; SDK.Vorbis; SDK.XAudio2,13,2023-02-10
1864,Garbage Truck Simulator,2023-02-09,33,11,Simulation (28),"Casual (4), Simulation (28)",Darius Bode,Darius Bode,Engine.Unity; SDK.UnityBurst; SDK.UnityHDRP; SDK.cURL,24,2023-02-09
1865,Clive 'N' Wrench,2023-02-23,60,22,Action (1),"Action (1), Adventure (25)",Numskull Games,Dinosaur Bytes Studio,Engine.Unity,48,2023-02-24
1866,Sonic Colors: Ultimate,2023-02-06,181,74,Action (1),"Action (1), Casual (4)",SEGA,Blind Squirrel Entertainment,SDK.CRIWARE,90,2023-02-06
1867,Pitch Silent,2023-01-17,12,3,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3)",Scott Craighead,Scott Craighead,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,4,2023-01-18
1868,Tristia:restore,2023-01-20,12,3,Action (1),Action (1),Komodo,KOGADO STUDIO,Engine.Unity; SDK.SteamworksNET; SDK.cURL,8,2023-01-21
1870,Hidden Post-Apocalyptic 2 Top-Down 3D,2023-02-21,12,3,RPG (3),"Action (1), Adventure (25), Casual (4), Indie (23), Racing (9), RPG (3), Simulation (28), Sports (18), Strategy (2)",Hede,Top-Down Games,Engine.Unity,2,2023-03-01
1871,龙栖,2023-03-24,20,6,RPG (3),"Casual (4), Indie (23), RPG (3), Simulation (28)",鲛人文化工作室,鲛人文化工作室,Engine.RenPy,9,2023-03-24
1872,Desktop Dungeons: Rewind - Daily Demo,2023-01-25,20,6,Free to Play (37),"Adventure (25), Free to Play (37), Indie (23), Strategy (2)",Prismatika,QCF Design,Engine.Unity; SDK.SteamworksNET; SDK.cURL,27,2023-01-25
1873,Trackmania,2023-02-02,1576,718,Racing (9),Racing (9),Ubisoft,Nadeo,Launcher.Ubisoft; SDK.Vivox; SDK.Vorbis,2935,2023-02-04
1874,Star Survivor - Prologue,2023-02-17,83,32,Action (1),"Action (1), Free to Play (37), Indie (23)",SpaceOwl Games,SpaceOwl Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,173,2023-02-25
1875,Potion Tycoon,2023-03-13,113,45,Simulation (28),"Simulation (28), Strategy (2), Early Access (70)",Daedalic Entertainment,Snowhound Games,Engine.Unity; SDK.UnityBurst; SDK.UnityEntities; SDK.Wwise; SDK.cURL,243,2023-03-15
1876,Underworld Idle,2023-02-02,514,226,Free to Play (37),"Free to Play (37), Indie (23), Strategy (2)",Aleksandr Golovkin,Aleksandr Golovkin,Engine.GameMaker,765,2023-02-12
1877,Mama Die and Retry,2023-01-29,9,2,Indie (23),"Action (1), Adventure (25), Indie (23)",KnightStudio,KnightStudio,SDK.NWJS; SDK.NodeJS,4,2023-04-15
1878,Secret Diaries: Manage a Manor,2023-01-30,9,2,Adventure (25),"Adventure (25), Casual (4), Strategy (2)",GameHouse,SQRT3,Engine.Unity; SDK.SteamworksNET; SDK.cURL,10,2023-02-01
1879,Royal Affairs,2023-03-30,9,2,RPG (3),"Indie (23), RPG (3)",Choice of Games,Choice of Games,Container.Electron,100,2023-03-30
1881,Nightly Trash,2023-02-26,9,2,Adventure (25),"Adventure (25), Indie (23)",HBunny,HBunny,Engine.Unity; SDK.cURL,3,2023-02-26
1882,Sakura Battle,2023-02-10,9,2,Action (1),Action (1),ClearSky Studio,ClearSky Studio,Engine.Unity; SDK.UnityBurst; SDK.cURL,3,2023-02-10
1883,Hentai Sera,2023-03-03,9,2,Casual (4),"Casual (4), Indie (23), Strategy (2)",Hentai works,GentleDriver,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,6,2023-03-05
1884,3 Triplets 18 Tits,2023-04-06,9,2,Casual (4),"Casual (4), Indie (23)",NotForKidsGames,NotForKidsGames,Engine.Unity; SDK.UnityBurst; SDK.UnityURP,3,2023-04-06
1885,Cursed Pantsu,2023-04-04,17,5,Action (1),"Action (1), Adventure (25), Indie (23)",Grim's Studio,Grim's Studio,Engine.Unity,15,2023-04-05
1886,少女的求生之路2：血色洋馆,2023-04-03,17,5,Action (1),"Action (1), Casual (4), Indie (23), RPG (3), Early Access (70)",绅士游戏工坊,绅士游戏工坊,Engine.Cocos; SDK.OpenAL; SDK.Vorbis; SDK.cURL,7,2023-04-04
1889,Colony Cephea,2023-03-16,6,1,Indie (23),"Action (1), Adventure (25), Free to Play (37), Indie (23)",DocksonWedge,DocksonWedge,Engine.Godot,2,2023-03-16
1891,Gemstones,2023-01-24,6,1,Casual (4),"Casual (4), Free to Play (37)",Spike Studio,Spike Studio,SDK.NWJS; SDK.NodeJS,3,2023-01-24
1892,Metal War,2023-03-25,6,1,Action (1),"Action (1), Adventure (25), Indie (23), Strategy (2)",ZihanSong,ZihanSong,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,4,2023-03-26
1893,Chasmal,2023-01-31,6,1,Action (1),"Action (1), Indie (23)",Daniel MacLeod,Daniel MacLeod,Engine.Godot,5,2023-01-18
1894,Turtle Racer,2023-02-20,6,1,Racing (9),Racing (9),TDSDP is Transdisciplinary Data Scholars Development Program (TDSDP) - TDSDP Games Transdisciplinary Data Scholars Development Program at Bethune-Cookman University,Cellec Games,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,3,2023-02-25
1895,Towards the Unknown,2023-02-24,6,1,Indie (23),"Action (1), Free to Play (37), Indie (23), Strategy (2)",TTU Games,TTU Games,Engine.Unity; SDK.Discord; SDK.UnityBurst; SDK.Wwise,3,2023-02-24
1897,Hentai Beach,2023-01-22,6,1,Casual (4),"Casual (4), Indie (23), Strategy (2)",htaidisgust,htaidisgust,Engine.Unity,4,2023-01-22
1898,Hentai Beach,2023-01-22,6,1,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3), Simulation (28)",HornyGames,HornyGames,SDK.NWJS; SDK.NodeJS,40,2021-01-16
1899,Hentai Beach,2020-11-13,552,52,Casual (4),"Casual (4), Indie (23), Strategy (2)",htaidisgust,htaidisgust,Engine.Unity,4,2023-01-22
1900,Hentai Beach,2020-11-13,552,52,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3), Simulation (28)",HornyGames,HornyGames,SDK.NWJS; SDK.NodeJS,40,2021-01-16
1902,50 Days To Survive,2023-03-03,6,1,Adventure (25),Adventure (25),NullReferenceGames,NullReferenceGames,Engine.Unity; SDK.cURL,3,2023-03-04
1903,Lost Dream: Darkness,2023-03-17,6,1,Adventure (25),"Adventure (25), Casual (4), Indie (23)",Morning Shift Studios,Morning Shift Studios,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,1,2023-03-17
1904,Hentai Pussy 6,2023-02-24,6,1,Indie (23),"Casual (4), Indie (23)",Cyber Keks,Cyber Keks,Engine.Unity,2,2023-02-24
1906,H Girl,2023-03-07,6,1,Casual (4),"Casual (4), Indie (23)",LOVE&PEACE,LOVE&amp;PEACE,Engine.Unity; SDK.cURL,4,2023-03-07
1907,Violations Will Be Punished,2023-03-24,6,1,Strategy (2),"Free to Play (37), Indie (23), Strategy (2)",Igor Galochkin,Igor Galochkin,Engine.Unity; SDK.SteamworksNET; SDK.cURL,5,2023-04-02
1908,Under the Sky World,2023-01-05,27,9,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3)",BokiBoki Games,サークル☆フェアリーフラワー,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS; SDK.Vorbis,21,2023-01-05
1909,HellFurnace,2023-02-15,46,17,Action (1),"Action (1), Free to Play (37), Indie (23)",ChungKang College of Cultural Industries,AvocadoSandwich,Engine.Unity; SDK.FMOD; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,20,2023-02-17
1910,Blanc,2023-02-14,221,95,Adventure (25),"Adventure (25), Indie (23)",Gearbox Publishing,Casus Ludi,Engine.Unity; SDK.EpicOnlineServices; SDK.FMOD; SDK.UnityBurst,339,2023-02-14
1911,Elder Trial：Prologue,2023-01-25,34,12,Indie (23),"Action (1), Adventure (25), Casual (4), Indie (23), RPG (3), Strategy (2)",Amii Game,Amii Game,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityEntities; SDK.UnityURP,20,2023-01-25
1912,Ex Natura: Nature Corrupted,2023-02-20,29,10,Action (1),"Action (1), Adventure (25), Indie (23), RPG (3), Early Access (70)",Blackburne Games Yazılım A.Ş.,Blackburne Games Yazılım A.Ş.,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityHDRP; SDK.cURL,6,2023-02-22
1913,Adventure's Calling,2023-02-14,14,4,Free to Play (37),"Adventure (25), Casual (4), Free to Play (37)",Nav Labs,Navin,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,6,2023-03-10
1915,Building our Futature,2023-01-09,14,4,Casual (4),Casual (4),Infidelisoft,Infidelisoft,Engine.RenPy,23,2023-01-09
1916,Mushroom Agent,2023-01-06,14,4,Indie (23),"Adventure (25), Casual (4), Indie (23)",Ready To Play,Ready To Play,Engine.Unity; SDK.cURL,2,2023-01-11
1918,INVASION,2023-02-10,14,4,Indie (23),"Action (1), Casual (4), Indie (23)",Emilia,Emilia,Engine.Unity,2,2021-08-26
1920,INVASION,2020-04-16,3,5,Indie (23),"Action (1), Casual (4), Indie (23)",Emilia,Emilia,Engine.Unity,2,2021-08-26
1921,My Dream Girl,2023-01-31,24,8,Action (1),"Action (1), Adventure (25), Casual (4), Indie (23), RPG (3), Simulation (28)",Pleasure Games,Pleasure Games,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.Vorbis,6,2022-02-19
1922,HYPERVIOLENT,2023-04-06,19,6,Action (1),"Action (1), Indie (23), Early Access (70)",Fulqrum Publishing,Terminist Arcade,Engine.GameMaker,26,2023-04-06
1923,Hammer Kid,2023-03-13,19,6,Indie (23),"Action (1), Adventure (25), Indie (23)",Asylum Square,Asylum Square,SDK.OpenAL,10,2023-03-13
1924,Horror Tale,2023-01-06,19,6,Action (1),"Action (1), Adventure (25), Indie (23)",Euphoria Games,Euphoria Games,Engine.Unity; SDK.UnityBurst,10,2023-01-06
1925,When All Guys Turned into Girls,2023-01-10,19,6,Adventure (25),Adventure (25),wittyminx,wittyminx,Engine.RenPy; SDK.SDL,7,2023-01-10
1926,Lawnmower Game: Ufo Chase,2023-01-15,19,6,Racing (9),"Indie (23), Racing (9), Simulation (28)",Valkeala Software,Tero Lunkka,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,3,2023-01-15
1927,Multiplayer Werewolves,2023-02-07,19,6,Massively Multiplayer (29),Massively Multiplayer (29),Archor Games,Archor Wright,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,7,2023-02-11
1928,Phylakterion,2023-02-20,36,13,Indie (23),"Action (1), Adventure (25), Indie (23), Early Access (70)",Lich Again Games,Lich Again Games,Engine.Unity; SDK.Steam_Audio; SDK.UnityBurst,45,2023-02-20
1929,Call of Duty®: Modern Warfare®,2023-03-08,779,361,Action (1),Action (1),Activision,Infinity Ward,SDK.AMD_GPU_Services; SDK.Bink_Video; SDK.Discord; SDK.NVIDIA_Ansel; SDK.NVIDIA_DLSS; SDK.Oodle; SDK.Vivox,1523,2023-03-12
1930,Nadir,2023-02-07,137,58,RPG (3),"Indie (23), RPG (3), Strategy (2)",Black Eye Games,Black Eye Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityURP; SDK.cURL,144,2023-02-07
1931,Interference: Dead Air,2023-02-02,38,14,Indie (23),"Adventure (25), Indie (23), Simulation (28)",V Publishing,Fear of Corn,Engine.Unreal; SDK.Discord; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,36,2023-02-02
1932,Fight the Landlord,2023-03-31,264,117,Casual (4),"Casual (4), Free to Play (37), Massively Multiplayer (29), Strategy (2)",Fight the landlord Studio,Fight the landlord Studio,Engine.Unity,277,2023-03-31
1933,Destinesia,2023-02-16,11,3,Indie (23),"Action (1), Adventure (25), Indie (23)",Tay,Tay,Engine.Unity,5,2023-02-16
1934,Eternal Fidelity,2023-01-27,11,3,Sports (18),"Action (1), Adventure (25), Casual (4), RPG (3), Simulation (28), Sports (18), Strategy (2)",Gamesforfarm,Gamesforfarm,Engine.GameMaker,3,2023-02-12
1935,Jamie's Toy Box,2023-04-10,16,5,Action (1),"Action (1), Casual (4), Indie (23), Simulation (28)",Quarant Inc.,Milos Baskic,Engine.Unity; SDK.OpenVR,5,2021-07-29
1937,Heart attack,2023-01-17,78,32,Action (1),"Action (1), Adventure (25)",LilMemes Production,LilMemes Production,Engine.Unreal; SDK.EpicOnlineServices; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,7,2023-01-20
1938,Gatewalkers,2023-01-12,216,96,RPG (3),"Action (1), Adventure (25), Indie (23), RPG (3)",A2 Softworks,A2 Softworks,Engine.Unity; SDK.Photon,564,2023-01-12
1939,Lone Ruin,2023-01-12,97,41,Action (1),"Action (1), Indie (23)",Super Rare Originals,Cuddle Monster Games,Engine.Unity; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,172,2023-01-12
1940,Stewart The Fox,2023-01-20,99,42,Action (1),"Action (1), Adventure (25), Casual (4), Free to Play (37), Indie (23)",Spitfire-Games,Spitfire-Games,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,63,2023-01-22
1941,Duelyst GG,2023-01-28,23,8,Strategy (2),Strategy (2),Distant Melody Studio,Distant Melody Studio,SDK.Greenworks; SDK.NWJS; SDK.NodeJS,16,2023-02-03
1942,神国：创造,2023-01-16,144,63,Indie (23),"Indie (23), Strategy (2)",明枭网络,明枭网络,Engine.Unity; SDK.cURL,83,2020-01-23
1943,Grand Theft Auto: San Andreas - The Definitive Edition,2023-01-19,1034,497,Action (1),"Action (1), Adventure (25)",Rockstar Games,Rockstar Games,Engine.Unreal; Launcher.Rockstar; SDK.NVIDIA_APEX; SDK.NVIDIA_DLSS; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Oodle; SDK.Vorbis; SDK.XAudio2,1699,2023-01-22
1944,Sharded World,2023-01-16,18,6,RPG (3),"Action (1), Adventure (25), Casual (4), Indie (23), RPG (3), Early Access (70)",N-Hance Studio,Nasty Cat,Engine.Unity; SDK.Photon; SDK.SteamworksNET; SDK.UnityBurst; SDK.UnityEntities; SDK.cURL,9,2023-02-04
1945,Crime Passional,2023-02-14,18,6,Indie (23),"Action (1), Casual (4), Indie (23), Simulation (28)",David Pateti,David Pateti,Engine.Unity; SDK.cURL,6,2023-02-14
1946,Super Hero Flash Fist,2023-02-14,41,16,Casual (4),"Casual (4), Indie (23), Strategy (2)",Mango Party,丹羽Dward,Engine.RPGMaker; SDK.NWJS; SDK.NodeJS,74,2023-02-14
1947,We Are The Caretakers,2023-01-06,25,9,Strategy (2),"Indie (23), RPG (3), Simulation (28), Strategy (2)",Heart Shaped Games LLC,Heart Shaped Games LLC,Engine.Unity; SDK.EpicOnlineServices,16,2021-04-22
1949,Dark Skies: The Nemansk Incident,2023-02-24,52,21,Action (1),"Action (1), Adventure (25), Indie (23)",DK Productions,DK Productions,Engine.GameGuru,7,2021-01-25
1950,Dawngrown,2023-02-14,8,2,Adventure (25),"Action (1), Adventure (25), Indie (23), RPG (3)",Hugimugi,Hugimugi,Engine.GameMaker,4,2023-02-14
1951,Raiden IV x MIKADO remix,2023-01-31,8,2,Action (1),"Action (1), Adventure (25)",NIS America Inc.,MOSS,SDK.SDL; SDK.Vorbis,9,2023-02-04
1953,Mountain Alpaca,2023-02-19,8,2,Action (1),"Action (1), Adventure (25)",lss,lss,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,4,2023-02-20
1954,Mythology Waifus Mahjong,2023-03-10,8,2,Casual (4),"Casual (4), Indie (23), Strategy (2)",Gamuzumi,Sweet Banana Games,SDK.NWJS; SDK.NodeJS,7,2023-03-11
1955,Captain The Looper,2023-03-31,8,2,Indie (23),"Casual (4), Indie (23), Simulation (28)",galesoozka,galesoozka,Engine.GameMaker,5,2023-03-13
1957,Ensora,2023-01-17,13,4,Indie (23),"Action (1), Adventure (25), Indie (23), RPG (3)",Dex Games Studio,Dex Games Studio,Engine.GameMaker,8,2023-01-24
1958,Eastern Europe Bus Sim,2023-01-27,13,4,Simulation (28),"Casual (4), Indie (23), Racing (9), Simulation (28), Sports (18)",Atomic Fabrik,Atomic Fabrik,Engine.Unity,2,2023-02-18
1959,Hexagon Puzzle Blocks,2023-01-24,13,4,Casual (4),Casual (4),NanningsGames,NanningsGames,Engine.Unity; SDK.SteamworksNET; SDK.cURL,4,2023-01-24
1960,Stars End,2023-01-08,839,407,Action (1),"Action (1), Adventure (25), Indie (23), Massively Multiplayer (29), Simulation (28)",Reverie World Studios,Reverie World Studios,Engine.Unity; SDK.Discord; SDK.EpicOnlineServices; SDK.UnityBurst,244,2019-10-15
1961,初夏倾语 - Summer Whisper,2023-01-13,20,7,Indie (23),"Adventure (25), Casual (4), Indie (23), RPG (3), Simulation (28)",绘夏Games,绘夏Games,Engine.Unity,18,2023-01-13
1962,Paranormal Cleanup,2023-02-15,90,39,Indie (23),"Action (1), Adventure (25), Indie (23), Early Access (70)",Manic Mice,Manic Mice,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,124,2023-02-16
1963,Lawbringer,2023-02-03,15,5,Action (1),"Action (1), Indie (23)",Entropic Island,Entropic Island,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.Wwise; SDK.cURL,5,2023-02-03
1964,Super Club Soccer,2023-04-01,74,32,Sports (18),"Free to Play (37), Massively Multiplayer (29), Sports (18)",Trick27 Studios Limited,Trick27 Studios Limited,Engine.Unity; SDK.cURL,46,2020-05-04
1965,Volzerk : Monsters and Lands Unknown,2023-01-25,383,185,Action (1),"Action (1), RPG (3)",COLOPL Inc.,COLOPL Inc.,Engine.Unity,1437,2023-01-29
1966,Tofas Sahin: Online Car Driving,2023-02-15,125,57,Racing (9),"Action (1), Indie (23), Massively Multiplayer (29), Racing (9), Simulation (28)",Inspector Studios,Yusuf Islam Seyhan,Engine.Unity; SDK.Photon; SDK.SteamworksNET; SDK.cURL,41,2023-02-21
1967,It Lurks!,2023-01-18,5,1,RPG (3),"Adventure (25), Indie (23), RPG (3)",Mystic Sword Gaming,Mystic Sword Gaming,Engine.RPGMaker,2,2023-01-24
1968,Rue,2023-02-13,5,1,Indie (23),"Free to Play (37), Indie (23)",Afloofdev,Afloofdev,SDK.SDL; SDK.Vorbis,3,2023-01-31
1969,三千世界,2023-03-02,5,1,Indie (23),"Indie (23), RPG (3), Early Access (70)",James,James,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.Vorbis; SDK.XAudio2,5,2023-03-02
1970,Xheres,2023-03-10,5,1,Action (1),"Action (1), Adventure (25), Indie (23), Early Access (70)",TROPIC PENGUIN GAMES,TROPIC PENGUIN GAMES,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.OculusXRPlugin; SDK.OpenVR; SDK.OpenXR; SDK.Vorbis; SDK.XAudio2,2,2023-03-10
1972,Clockwork Survivors,2023-01-31,5,1,Free to Play (37),"Action (1), Free to Play (37)",Cool Smithy Games,Cool Smithy Games,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,5,2023-01-31
1973,Radiant Cell,2023-01-10,5,1,Action (1),"Action (1), Indie (23), Early Access (70)",Tyler L,Tyler L,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,2,2023-01-13
1974,Umbral Omen,2023-02-13,5,1,Strategy (2),"Casual (4), Strategy (2)",Loch and Quay Games,Loch and Quay Games,Engine.GameMaker,4,2023-02-13
1975,HAXWARE COMGAM,2023-01-31,5,1,Simulation (28),"Casual (4), Simulation (28), Early Access (70)",HAX!,HAX!,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,6,2023-01-31
1976,Pushing POPO,2023-01-10,5,1,Free to Play (37),"Casual (4), Free to Play (37), Indie (23)",hiunagi,hiunagi,Engine.MonoGame; SDK.SteamworksNET,2,2023-01-10
1977,The Beastmaster Princess,2023-03-01,5,1,Adventure (25),"Adventure (25), Indie (23)",Winter Wolves,Winter Wolves,Engine.RenPy,7,2023-03-01
1978,Demon's Wrath,2023-03-25,5,1,RPG (3),"Adventure (25), Casual (4), Free to Play (37), Indie (23), RPG (3), Simulation (28), Early Access (70)",Astra Games LLC,Astra Games LLC,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,4,2023-03-26
1979,Paper Needs Inspiration!,2023-02-28,5,1,Adventure (25),"Action (1), Adventure (25), Simulation (28)",Zato Ana Software,Zato Ana Software,Engine.Unity; SDK.UnityBurst,5,2023-03-16
1981,Fateel,2023-01-20,5,1,Indie (23),"Adventure (25), Casual (4), Indie (23)",Evolite Studio,Evolite Studio,Engine.Unity; SDK.SteamworksNET,3,2023-01-20
1982,Terrarium Builder,2023-02-17,5,1,Simulation (28),"Indie (23), Simulation (28)",Errant Interactive,Errant Interactive,Engine.Unreal; SDK.Intel_OID; SDK.NVIDIA_APEX; SDK.NVIDIA_GeForce_Now; SDK.NVIDIA_Nsight_Aftermath; SDK.NVIDIA_PhysX; SDK.Vorbis; SDK.XAudio2,3,2023-02-17
1984,勇者起源,2023-01-16,5,1,Strategy (2),Strategy (2),JILIN JAI PANGU NETWORK SCIENCE AND TECHNOLOGY CO.LTD,JILIN JAI PANGU NETWORK SCIENCE AND TECHNOLOGY CO.LTD,Engine.Unity; SDK.SteamworksNET,2,2023-01-16
1985,Strip 4: Detention Bounce,2023-02-16,5,1,Casual (4),"Casual (4), Indie (23), Simulation (28)",11/10 games,Spicy,Engine.Unity; SDK.cURL,4,2023-02-17
1986,Metal Glove: Exodus,2023-02-17,5,1,Action (1),"Action (1), Adventure (25), Indie (23)",Team Ragamuffin,Team Ragamuffin,Engine.Unreal; SDK.NVIDIA_APEX; SDK.NVIDIA_Nsight_Aftermath; SDK.Vorbis; SDK.XAudio2,2,2023-02-17
1988,Guacomole,2023-02-03,5,1,Action (1),"Action (1), Casual (4), Indie (23), Strategy (2)",Cody Harmon,Cody Harmon,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,4,2023-02-03
1990,You Can Do!mino,2023-02-07,5,1,Indie (23),"Casual (4), Indie (23), Simulation (28)",JJGames,JJGames,Engine.Unity; SDK.UnityURP; SDK.cURL,2,2023-02-12
1991,Battle of 2048 - Fantasy Edition,2023-02-01,5,1,Casual (4),Casual (4),Sakai Studios,Sakai Studios,Engine.Unity; SDK.UnityBurst; SDK.UnityURP; SDK.cURL,2,2023-02-04
